"","V1","insert_date","origin","destination","start_date","end_date","train_type","price","train_class","fare"
"1968",492698,"2019-04-22 20:36:59","MADRID","PONFERRADA","2019-04-26 14:40:00","2019-04-26 20:02:00","AVE-MD",NA,"Turista","Flexible"
"1969",2322652,"2019-04-17 07:02:31","BARCELONA","MADRID","2019-05-23 18:25:00","2019-05-23 20:55:00","AVE",88.95,"Turista","Promo"
"1970",1950903,"2019-04-14 22:19:54","MADRID","VALENCIA","2019-05-18 14:10:00","2019-05-18 16:03:00","AVE",39.45,"Turista","Promo"
"1971",2209882,"2019-04-16 11:15:15","VALENCIA","MADRID","2019-04-24 08:40:00","2019-04-24 10:20:00","AVE",45.3,"Turista","Promo"
"1972",2362430,"2019-04-17 14:21:32","SEVILLA","MADRID","2019-05-02 14:58:00","2019-05-02 17:50:00","ALVIA",67.2,"Turista","Flexible"
"1973",1212398,"2019-05-03 05:11:31","VALENCIA","MADRID","2019-05-23 17:30:00","2019-05-23 23:58:00","MD-LD",28.1,"Turista con enlace","Promo +"
"1974",949584,"2019-04-28 09:31:11","VALENCIA","MADRID","2019-05-31 07:10:00","2019-05-31 08:51:00","AVE",51.15,"Turista","Promo"
"1975",1357346,"2019-05-06 03:31:38","MADRID","VALENCIA","2019-05-16 14:10:00","2019-05-16 16:03:00","AVE",45.3,"Turista","Promo"
"1976",1522586,"2019-05-08 21:14:41","MADRID","BARCELONA","2019-06-24 06:30:00","2019-06-24 09:20:00","AVE",68.95,"Preferente","Promo"
"1977",3258,"2019-04-19 06:09:12","MADRID","SEVILLA","2019-05-05 12:00:00","2019-05-05 14:32:00","AVE",76.3,"Turista","Flexible"
"1978",775983,"2019-04-25 13:20:07","VALENCIA","MADRID","2019-05-03 10:40:00","2019-05-03 12:32:00","AVE",66.55,"Preferente","Promo"
"1979",2333339,"2019-04-17 09:05:51","MADRID","VALENCIA","2019-05-20 11:55:00","2019-05-20 13:35:00","AVE",21.95,"Turista","Promo"
"1980",1745387,"2019-04-13 07:20:43","SEVILLA","MADRID","2019-04-14 16:45:00","2019-04-14 19:17:00","AVE",NA,"Turista","Flexible"
"1981",635643,"2019-04-23 22:19:20","VALENCIA","MADRID","2019-04-24 06:38:00","2019-04-24 14:20:00","REGIONAL",28.35,"Turista","Adulto ida"
"1982",1890246,"2019-04-14 13:23:46","VALENCIA","MADRID","2019-04-17 09:00:00","2019-04-17 11:33:00","ALVIA",NA,"Turista","Flexible"
"1983",2470912,"2019-04-18 09:38:05","MADRID","SEVILLA","2019-05-01 11:05:00","2019-05-01 13:41:00","ALVIA",NA,"Turista","Flexible"
"1984",2096492,"2019-04-15 18:09:36","BARCELONA","MADRID","2019-05-21 05:50:00","2019-05-21 08:20:00","AVE",66.75,"Turista","Promo"
"1985",654680,"2019-04-24 01:42:19","MADRID","VALENCIA","2019-04-25 14:10:00","2019-04-25 16:03:00","AVE",51.15,"Turista","Promo"
"1986",173135,"2019-04-20 13:08:17","MADRID","BARCELONA","2019-06-02 19:00:00","2019-06-02 21:30:00","AVE",98.55,"Preferente","Promo"
"1987",480934,"2019-04-22 18:32:21","PONFERRADA","MADRID","2019-05-03 06:11:00","2019-05-03 10:15:00","ALVIA",33.5,"Turista","Promo"
"1988",2396481,"2019-04-17 20:19:21","MADRID","SEVILLA","2019-05-31 09:45:00","2019-05-31 12:27:00","INTERCITY",62.2,"Turista","Flexible"
"1989",305465,"2019-04-21 12:16:29","MADRID","VALENCIA","2019-05-01 21:10:00","2019-05-01 23:03:00","AVE",39.45,"Turista","Promo"
"1990",1579388,"2019-05-09 15:14:04","VALENCIA","MADRID","2019-05-22 19:10:00","2019-05-22 20:50:00","AVE",33.65,"Turista","Promo"
"1991",1622634,"2019-04-12 01:19:32","MADRID","VALENCIA","2019-05-28 17:40:00","2019-05-28 19:20:00","AVE",57.75,"Turista","Promo"
"1992",588665,"2019-04-23 13:38:50","VALENCIA","MADRID","2019-05-11 20:15:00","2019-05-11 21:55:00","AVE",21.95,"Turista","Promo"
"1993",877989,"2019-04-27 05:17:12","MADRID","VALENCIA","2019-05-24 17:48:00","2019-05-24 21:58:00","INTERCITY",36.05,"Turista Plus","Promo"
"1994",547789,"2019-04-23 06:19:52","BARCELONA","MADRID","2019-05-06 10:00:00","2019-05-06 13:10:00","AVE",107.7,"Turista","Flexible"
"1995",2440903,"2019-04-18 04:23:45","BARCELONA","MADRID","2019-05-23 18:00:00","2019-05-23 21:10:00","AVE",90.5,"Turista Plus","Promo"
"1996",1098492,"2019-05-01 01:05:15","SEVILLA","MADRID","2019-05-11 21:00:00","2019-05-11 23:52:00","AV City",NA,"",""
"1997",299507,"2019-04-21 11:23:00","MADRID","VALENCIA","2019-05-14 09:40:00","2019-05-14 11:24:00","AVE",39.45,"Turista","Promo"
"1998",1817958,"2019-04-13 23:16:07","SEVILLA","MADRID","2019-06-01 09:50:00","2019-06-01 12:36:00","ALVIA",87.4,"Preferente","Flexible"
"1999",2116834,"2019-04-15 21:17:03","MADRID","PONFERRADA","2019-05-14 14:40:00","2019-05-14 18:52:00","AVE-LD",31.2,"Turista con enlace","Promo"
"2000",2397723,"2019-04-17 20:31:49","SEVILLA","MADRID","2019-05-24 20:15:00","2019-05-24 22:36:00","AVE",53.4,"Turista","Promo"
"2001",739040,"2019-04-24 23:20:31","BARCELONA","MADRID","2019-05-04 12:00:00","2019-05-04 15:10:00","AVE",85.1,"Turista","Promo"
"2002",1426120,"2019-05-07 07:48:01","BARCELONA","MADRID","2019-07-01 10:00:00","2019-07-01 13:10:00","AVE",85.1,"Turista","Promo"
"2003",442748,"2019-04-22 11:46:01","MADRID","BARCELONA","2019-04-30 08:30:00","2019-04-30 11:15:00","AVE",75.4,"Turista","Promo"
"2004",1586956,"2019-05-09 17:30:57","PONFERRADA","MADRID","2019-05-13 06:11:00","2019-05-13 11:57:00","LD",NA,"Turista","Flexible"
"2005",2278088,"2019-04-16 23:13:44","MADRID","VALENCIA","2019-05-09 15:30:00","2019-05-09 22:31:00","AVE-MD",71,"Turista con enlace","Flexible"
"2006",165758,"2019-04-20 11:34:04","SEVILLA","MADRID","2019-05-24 20:15:00","2019-05-24 22:36:00","AVE",53.4,"Turista","Promo"
"2007",1245901,"2019-05-03 21:11:55","MADRID","PONFERRADA","2019-05-17 14:40:00","2019-05-17 18:52:00","AVE-LD",62.4,"Turista con enlace","Flexible"
"2008",368460,"2019-04-21 23:09:14","MADRID","BARCELONA","2019-05-26 07:30:00","2019-05-26 10:40:00","AVE",66.75,"Turista","Promo"
"2009",2276259,"2019-04-16 23:02:41","BARCELONA","MADRID","2019-05-28 18:00:00","2019-05-28 21:10:00","AVE",80.15,"Turista Plus","Promo"
"2010",1914042,"2019-04-14 17:01:22","MADRID","SEVILLA","2019-05-03 15:00:00","2019-05-03 17:21:00","AVE",69.4,"Preferente","Promo"
"2011",299740,"2019-04-21 11:24:05","MADRID","VALENCIA","2019-05-04 08:40:00","2019-05-04 10:33:00","AVE",45.3,"Turista","Promo"
"2012",382618,"2019-04-22 01:21:51","VALENCIA","MADRID","2019-04-27 19:15:00","2019-04-27 21:01:00","AVE",39.45,"Turista","Promo"
"2013",2466413,"2019-04-18 08:46:47","MADRID","SEVILLA","2019-05-06 21:25:00","2019-05-07 00:10:00","AV City",43.55,"Turista","Promo"
"2014",2021122,"2019-04-15 08:19:22","SEVILLA","MADRID","2019-05-24 09:50:00","2019-05-24 12:36:00","ALVIA",NA,"Turista","Promo"
"2015",846648,"2019-04-26 17:08:52","BARCELONA","MADRID","2019-05-26 18:00:00","2019-05-26 21:10:00","AVE",80.15,"Turista Plus","Promo"
"2016",946423,"2019-04-28 09:02:28","MADRID","SEVILLA","2019-05-30 15:00:00","2019-05-30 17:21:00","AVE",76.3,"Turista","Flexible"
"2017",807096,"2019-04-26 01:15:13","VALENCIA","MADRID","2019-05-21 09:40:00","2019-05-21 11:20:00","AVE",21.95,"Turista","Promo"
"2018",984114,"2019-04-28 23:23:36","SEVILLA","MADRID","2019-05-23 08:35:00","2019-05-23 15:26:00","LD-MD",34.35,"Turista con enlace","Promo +"
"2019",1471135,"2019-05-08 05:05:00","BARCELONA","MADRID","2019-05-11 08:25:00","2019-05-11 10:55:00","AVE",88.95,"Turista","Promo"
"2020",730248,"2019-04-24 19:53:43","BARCELONA","MADRID","2019-05-22 17:25:00","2019-05-22 19:55:00","AVE",127.1,"Turista","Flexible"
"2021",352086,"2019-04-21 20:10:38","BARCELONA","MADRID","2019-05-01 07:05:00","2019-05-01 09:50:00","AVE",66.75,"Turista","Promo"
"2022",2314833,"2019-04-17 05:32:44","PONFERRADA","MADRID","2019-05-10 17:55:00","2019-05-10 22:55:00","MD-LD",35.15,"Turista con enlace","Promo +"
"2023",1754674,"2019-04-13 09:19:46","MADRID","VALENCIA","2019-05-29 09:40:00","2019-05-29 11:24:00","AVE",NA,"Turista","Promo"
"2024",59441,"2019-04-19 16:12:11","VALENCIA","MADRID","2019-05-06 15:10:00","2019-05-06 17:03:00","AVE",39.45,"Turista","Promo"
"2025",1903639,"2019-04-14 15:19:02","MADRID","SEVILLA","2019-04-29 09:00:00","2019-04-29 11:38:00","AVE",76.3,"Turista","Flexible"
"2026",2043201,"2019-04-15 11:08:25","VALENCIA","MADRID","2019-04-30 06:38:00","2019-04-30 14:20:00","REGIONAL",28.35,"Turista","Adulto ida"
"2027",1376412,"2019-05-06 13:19:24","BARCELONA","MADRID","2019-05-08 09:03:00","2019-05-08 18:07:00","R. EXPRES",43.25,"Turista","Adulto ida"
"2028",188139,"2019-04-20 15:37:10","VALENCIA","MADRID","2019-05-19 10:40:00","2019-05-19 12:27:00","AVE",33.65,"Turista","Promo"
"2029",2160435,"2019-04-16 03:32:23","MADRID","SEVILLA","2019-05-23 20:35:00","2019-05-23 23:15:00","AVE",64.05,"Turista Plus","Promo"
"2030",657855,"2019-04-24 02:30:37","VALENCIA","MADRID","2019-05-26 17:30:00","2019-05-26 23:58:00","MD-LD",28.1,"Turista con enlace","Promo +"
"2031",773897,"2019-04-25 13:04:08","MADRID","SEVILLA","2019-05-23 12:00:00","2019-05-23 14:32:00","AVE",53.4,"Turista","Promo"
"2032",2064988,"2019-04-15 13:32:47","BARCELONA","MADRID","2019-05-03 10:00:00","2019-05-03 13:10:00","AVE",85.1,"Turista","Promo"
"2033",333527,"2019-04-21 17:10:04","MADRID","BARCELONA","2019-05-15 15:30:00","2019-05-15 18:40:00","AVE",75.4,"Turista","Promo"
"2034",1937633,"2019-04-14 20:19:51","SEVILLA","MADRID","2019-05-15 17:45:00","2019-05-15 20:17:00","AVE",76.3,"Turista","Flexible"
"2035",772056,"2019-04-25 11:36:59","MADRID","SEVILLA","2019-05-29 18:35:00","2019-05-29 21:08:00","ALVIA",67.2,"Turista","Flexible"
"2036",438749,"2019-04-22 11:12:36","MADRID","BARCELONA","2019-05-26 19:30:00","2019-05-26 22:40:00","AVE",66.75,"Turista","Promo"
"2037",732259,"2019-04-24 21:15:21","VALENCIA","MADRID","2019-05-27 06:20:00","2019-05-27 10:36:00","INTERCITY",25.75,"Turista","Promo"
"2038",101387,"2019-04-19 23:41:15","MADRID","BARCELONA","2019-05-26 07:30:00","2019-05-26 10:40:00","AVE",66.75,"Turista","Promo"
"2039",2040744,"2019-04-15 10:53:03","MADRID","SEVILLA","2019-05-19 20:35:00","2019-05-19 23:15:00","AVE",60.3,"Turista","Promo"
"2040",1903376,"2019-04-14 15:18:08","MADRID","SEVILLA","2019-04-23 16:30:00","2019-04-23 18:51:00","AVE",76.3,"Turista","Flexible"
"2041",975019,"2019-04-28 19:32:56","SEVILLA","MADRID","2019-05-09 17:45:00","2019-05-09 20:17:00","AVE",69.4,"Preferente","Promo"
"2042",1386018,"2019-05-06 17:27:55","MADRID","BARCELONA","2019-05-26 16:00:00","2019-05-26 18:30:00","AVE",94.55,"Turista Plus","Promo"
"2043",824168,"2019-04-26 07:43:24","MADRID","BARCELONA","2019-05-28 07:00:00","2019-05-28 09:30:00","AVE",94.55,"Turista Plus","Promo"
"2044",2131238,"2019-04-15 23:19:41","VALENCIA","MADRID","2019-04-29 09:40:00","2019-04-29 11:20:00","AVE",57.75,"Turista","Promo"
"2045",862668,"2019-04-26 23:16:37","BARCELONA","MADRID","2019-05-29 09:03:00","2019-05-29 18:07:00","R. EXPRES",43.25,"Turista","Adulto ida"
"2046",1083319,"2019-04-30 17:35:01","MADRID","VALENCIA","2019-05-13 21:10:00","2019-05-13 23:03:00","AVE",21.95,"Turista","Promo"
"2047",2197556,"2019-04-16 09:19:34","MADRID","SEVILLA","2019-05-07 08:00:00","2019-05-07 10:32:00","AVE",76.3,"Turista","Flexible"
"2048",745316,"2019-04-25 01:35:43","MADRID","BARCELONA","2019-04-29 06:30:00","2019-04-29 09:20:00","AVE",66.75,"Turista","Promo"
"2049",1638974,"2019-04-12 06:10:42","MADRID","SEVILLA","2019-05-23 13:30:00","2019-05-23 16:05:00","ALVIA",NA,"Turista","Promo"
"2050",876370,"2019-04-27 05:04:51","MADRID","BARCELONA","2019-05-17 16:00:00","2019-05-17 18:30:00","AVE",82.35,"Turista Plus","Promo"
"2051",2405394,"2019-04-17 22:04:48","MADRID","BARCELONA","2019-06-06 07:15:00","2019-06-06 16:37:00","R. EXPRES",43.25,"Turista","Adulto ida"
"2052",998214,"2019-04-29 05:25:49","VALENCIA","MADRID","2019-05-14 09:40:00","2019-05-14 11:20:00","AVE",27.8,"Turista","Promo"
"2053",464698,"2019-04-22 15:40:28","MADRID","BARCELONA","2019-04-29 15:30:00","2019-04-29 18:40:00","AVE",85.1,"Turista","Promo"
"2054",2520565,"2019-04-18 18:29:13","SEVILLA","MADRID","2019-05-05 08:35:00","2019-05-05 15:26:00","LD-MD",34.35,"Turista con enlace","Promo +"
"2055",972653,"2019-04-28 19:12:10","MADRID","BARCELONA","2019-05-04 10:30:00","2019-05-04 13:15:00","AVE",75.4,"Turista","Promo"
"2056",2365187,"2019-04-17 14:43:52","MADRID","BARCELONA","2019-05-02 13:25:00","2019-05-02 16:24:00","AVE-TGV",66.75,"Turista","Promo"
"2057",2324703,"2019-04-17 07:15:58","MADRID","VALENCIA","2019-05-04 21:10:00","2019-05-04 23:03:00","AVE",51.15,"Turista","Promo"
"2058",1019299,"2019-04-29 15:04:25","BARCELONA","MADRID","2019-05-14 16:25:00","2019-05-14 18:55:00","AVE",127.1,"Turista","Flexible"
"2059",38881,"2019-04-19 12:25:41","PONFERRADA","MADRID","2019-04-23 06:11:00","2019-04-23 11:57:00","LD",NA,"Turista con enlace","Promo +"
"2060",1641300,"2019-04-12 07:02:57","MADRID","VALENCIA","2019-04-21 20:40:00","2019-04-21 22:24:00","AVE",51.15,"Turista","Promo"
"2061",1685684,"2019-04-12 17:19:27","SEVILLA","MADRID","2019-05-05 08:45:00","2019-05-05 11:15:00","AVE",NA,"Preferente","Flexible"
"2062",2532422,"2019-04-18 20:41:01","SEVILLA","MADRID","2019-05-28 15:45:00","2019-05-28 18:15:00","AVE",69.4,"Preferente","Promo"
"2063",2102438,"2019-04-15 19:05:54","MADRID","BARCELONA","2019-04-25 08:20:00","2019-04-25 11:05:00","AVE",90.5,"Turista Plus","Promo"
"2064",1207762,"2019-05-03 03:03:46","MADRID","SEVILLA","2019-06-01 09:00:00","2019-06-01 11:38:00","AVE",53.4,"Turista","Promo"
"2065",1431664,"2019-05-07 11:02:34","PONFERRADA","MADRID","2019-05-20 02:36:00","2019-05-20 09:31:00","TRENHOTEL",45.8,"Turista","Flexible"
"2066",1060583,"2019-04-30 07:43:03","MADRID","VALENCIA","2019-06-05 16:05:00","2019-06-05 22:47:00","REGIONAL",28.35,"Turista","Adulto ida"
"2067",1658361,"2019-04-12 11:23:44","MADRID","VALENCIA","2019-04-28 09:40:00","2019-04-28 11:24:00","AVE",NA,"Turista","Promo"
"2068",2441048,"2019-04-18 04:24:35","BARCELONA","MADRID","2019-05-16 14:00:00","2019-05-16 17:10:00","AVE",49.55,"Turista","Promo"
"2069",2549936,"2019-04-19 00:03:16","MADRID","BARCELONA","2019-04-29 15:00:00","2019-04-29 17:30:00","AVE",68.65,"Turista","Promo"
"2070",196895,"2019-04-20 17:13:19","SEVILLA","MADRID","2019-05-27 14:45:00","2019-05-27 17:15:00","AVE",47.3,"Turista","Promo"
"2071",1692300,"2019-04-12 19:02:09","MADRID","BARCELONA","2019-04-16 07:30:00","2019-04-16 10:40:00","AVE",NA,"Turista Plus","Promo"
"2072",2402107,"2019-04-17 21:23:16","MADRID","VALENCIA","2019-04-25 16:45:00","2019-04-25 18:50:00","ALVIA",71,"Turista","Flexible"
"2073",1546782,"2019-05-09 03:42:59","MADRID","SEVILLA","2019-05-21 09:45:00","2019-05-21 12:27:00","INTERCITY",62.2,"Turista","Flexible"
"2074",2524630,"2019-04-18 19:16:28","SEVILLA","MADRID","2019-05-05 13:40:00","2019-05-05 16:10:00","AVE",NA,"Turista","Flexible"
"2075",165674,"2019-04-20 11:33:42","SEVILLA","MADRID","2019-05-28 09:40:00","2019-05-28 12:23:00","AVE",69.4,"Preferente","Promo"
"2076",950208,"2019-04-28 09:36:28","SEVILLA","MADRID","2019-05-02 11:45:00","2019-05-02 14:17:00","AVE",60.3,"Turista","Promo"
"2077",443740,"2019-04-22 12:11:37","MADRID","VALENCIA","2019-05-29 09:40:00","2019-05-29 11:24:00","AVE",39.45,"Turista","Promo"
"2078",2172797,"2019-04-16 05:32:14","MADRID","BARCELONA","2019-05-28 07:20:00","2019-05-28 09:50:00","AVE",100.4,"Turista","Promo"
"2079",112486,"2019-04-20 01:44:52","MADRID","BARCELONA","2019-05-28 08:30:00","2019-05-28 11:15:00","AVE",75.4,"Turista","Promo"
"2080",1203723,"2019-05-03 01:05:19","MADRID","BARCELONA","2019-05-26 20:00:00","2019-05-26 22:30:00","AVE",100.4,"Turista","Promo"
"2081",2284097,"2019-04-17 00:15:53","SEVILLA","MADRID","2019-05-23 21:00:00","2019-05-23 23:52:00","AV City",38.55,"Turista","Promo"
"2082",1181225,"2019-05-02 14:17:48","MADRID","VALENCIA","2019-05-22 09:40:00","2019-05-22 11:24:00","AVE",39.45,"Turista","Promo"
"2083",550851,"2019-04-23 07:00:27","MADRID","SEVILLA","2019-04-25 16:00:00","2019-04-25 18:30:00","AVE",76.3,"Turista","Flexible"
"2084",1402227,"2019-05-06 23:47:02","MADRID","BARCELONA","2019-05-17 07:30:00","2019-05-17 10:40:00","AVE",75.4,"Turista","Promo"
"2085",646096,"2019-04-24 00:14:42","MADRID","PONFERRADA","2019-05-11 14:40:00","2019-05-11 18:33:00","LD-MD",54.1,"Turista con enlace","Flexible"
"2086",177203,"2019-04-20 13:37:01","VALENCIA","MADRID","2019-06-02 21:05:00","2019-06-02 23:32:00","INTERCITY",43.75,"Turista","Promo"
"2087",628311,"2019-04-23 21:04:58","BARCELONA","MADRID","2019-05-05 13:25:00","2019-05-05 16:10:00","AVE",129.3,"Turista Plus","Flexible"
"2088",2045789,"2019-04-15 11:27:29","SEVILLA","MADRID","2019-04-24 12:18:00","2019-04-24 14:56:00","ALVIA",47.05,"Turista","Promo"
"2089",2529410,"2019-04-18 20:15:42","BARCELONA","MADRID","2019-04-21 19:25:00","2019-04-21 21:55:00","AVE",132.8,"Preferente","Promo"
"2090",947434,"2019-04-28 09:14:24","MADRID","BARCELONA","2019-05-28 16:00:00","2019-05-28 18:30:00","AVE",68.65,"Turista","Promo"
"2091",2382338,"2019-04-17 18:02:19","BARCELONA","MADRID","2019-06-01 18:00:00","2019-06-01 21:10:00","AVE",53.2,"Preferente","Promo"
"2092",1068971,"2019-04-30 11:31:14","MADRID","VALENCIA","2019-05-22 07:40:00","2019-05-22 09:20:00","AVE",57.75,"Turista","Promo"
"2093",1595413,"2019-05-09 21:02:10","MADRID","SEVILLA","2019-06-27 14:00:00","2019-06-27 16:32:00","AVE",69.4,"Preferente","Promo"
"2094",1684617,"2019-04-12 17:12:17","MADRID","BARCELONA","2019-04-29 07:15:00","2019-04-29 16:37:00","R. EXPRES",NA,"Turista","Adulto ida"
"2095",694970,"2019-04-24 09:15:58","MADRID","SEVILLA","2019-04-30 11:00:00","2019-04-30 13:32:00","AVE",60.3,"Turista","Promo"
"2096",1089357,"2019-04-30 21:06:05","MADRID","SEVILLA","2019-05-13 12:00:00","2019-05-13 14:32:00","AVE",60.3,"Turista","Promo"
"2097",1211102,"2019-05-03 03:45:34","MADRID","PONFERRADA","2019-05-22 17:30:00","2019-05-22 21:33:00","ALVIA",39.05,"Turista","Promo"
"2098",742785,"2019-04-25 01:11:27","VALENCIA","MADRID","2019-05-19 14:50:00","2019-05-19 22:17:00","REGIONAL",28.35,"Turista","Adulto ida"
"2099",1437209,"2019-05-07 13:12:42","MADRID","BARCELONA","2019-07-05 14:30:00","2019-07-05 17:21:00","AVE",85.1,"Turista","Promo"
"2100",708122,"2019-04-24 11:41:26","MADRID","SEVILLA","2019-04-29 11:05:00","2019-04-29 13:41:00","ALVIA",NA,"Turista","Promo"
"2101",2485835,"2019-04-18 12:19:44","BARCELONA","MADRID","2019-05-19 09:03:00","2019-05-19 18:07:00","R. EXPRES",43.25,"Turista","Adulto ida"
"2102",39179,"2019-04-19 12:31:06","MADRID","SEVILLA","2019-06-01 17:00:00","2019-06-01 19:38:00","AVE",47.3,"Turista","Promo"
"2103",2400760,"2019-04-17 21:10:15","VALENCIA","MADRID","2019-05-05 17:30:00","2019-05-05 23:58:00","MD-LD",32.4,"Turista con enlace","Promo +"
"2104",304291,"2019-04-21 12:10:18","BARCELONA","MADRID","2019-05-19 21:00:00","2019-05-20 00:02:00","AVE",75.4,"Turista","Promo"
"2105",2542787,"2019-04-18 22:31:39","SEVILLA","MADRID","2019-05-19 14:58:00","2019-05-19 17:50:00","ALVIA",NA,"Turista","Flexible"
"2106",576064,"2019-04-23 11:26:00","VALENCIA","MADRID","2019-04-24 06:20:00","2019-04-24 10:36:00","INTERCITY",NA,"Turista","Adulto ida"
"2107",768519,"2019-04-25 09:46:49","BARCELONA","MADRID","2019-05-02 09:03:00","2019-05-02 18:07:00","R. EXPRES",43.25,"Turista","Adulto ida"
"2108",1027122,"2019-04-29 17:40:10","PONFERRADA","MADRID","2019-05-22 11:28:00","2019-05-22 16:00:00","LD",42.75,"Turista con enlace","Promo +"
"2109",1197826,"2019-05-02 21:33:18","PONFERRADA","MADRID","2019-05-22 11:44:00","2019-05-22 16:00:00","MD-LD",54.1,"Turista con enlace","Flexible"
"2110",893131,"2019-04-27 11:17:45","MADRID","BARCELONA","2019-05-31 07:00:00","2019-05-31 09:30:00","AVE",78.8,"Turista","Promo"
"2111",1597553,"2019-04-14 12:06:55","MADRID","BARCELONA","2019-06-01 06:20:00","2019-06-01 09:29:00","AVE",58.15,"Turista","Promo"
"2112",990082,"2019-04-29 01:32:25","PONFERRADA","MADRID","2019-05-23 11:44:00","2019-05-23 16:00:00","MD-LD",54.1,"Turista con enlace","Flexible"
"2113",1998787,"2019-04-15 05:12:32","MADRID","VALENCIA","2019-05-11 17:40:00","2019-05-11 19:20:00","AVE",45.3,"Turista","Promo"
"2114",1317182,"2019-05-05 07:35:25","SEVILLA","MADRID","2019-05-12 18:45:00","2019-05-12 21:17:00","AVE",NA,"Turista","Flexible"
"2115",2566813,"2019-04-19 03:17:51","MADRID","PONFERRADA","2019-05-23 14:40:00","2019-05-23 18:33:00","AVE-MD",44.7,"Turista con enlace","Promo +"
"2116",1995876,"2019-04-15 04:33:14","MADRID","SEVILLA","2019-05-04 10:00:00","2019-05-04 12:32:00","AVE",76.3,"Turista","Flexible"
"2117",1450752,"2019-05-07 17:42:21","MADRID","BARCELONA","2019-06-27 07:30:00","2019-06-27 10:40:00","AVE",80.15,"Turista Plus","Promo"
"2118",339060,"2019-04-21 18:04:42","MADRID","SEVILLA","2019-05-15 16:00:00","2019-05-15 18:30:00","AVE",47.3,"Turista","Promo"
"2119",248639,"2019-04-21 04:15:05","MADRID","PONFERRADA","2019-05-22 22:14:00","2019-05-23 04:31:00","TRENHOTEL",45.8,"Turista","Flexible"
"2120",2158073,"2019-04-16 03:21:45","SEVILLA","MADRID","2019-05-29 19:15:00","2019-05-29 21:36:00","AVE",47.3,"Turista","Promo"
"2121",16512,"2019-04-19 08:29:08","SEVILLA","MADRID","2019-04-23 19:45:00","2019-04-23 22:17:00","AVE",76.3,"Turista","Flexible"
"2122",889742,"2019-04-27 09:31:36","PONFERRADA","MADRID","2019-05-22 13:44:00","2019-05-22 19:21:00","LD",32.9,"Turista con enlace","Promo"
"2123",1709838,"2019-04-12 23:39:12","SEVILLA","MADRID","2019-04-27 09:40:00","2019-04-27 12:23:00","AVE",NA,"Turista","Flexible"
"2124",2008885,"2019-04-15 06:20:40","MADRID","VALENCIA","2019-06-10 06:08:00","2019-06-10 12:55:00","REGIONAL",28.35,"Turista","Adulto ida"
"2125",1278669,"2019-05-04 13:13:37","MADRID","BARCELONA","2019-05-27 08:00:00","2019-05-27 10:30:00","AVE",100.4,"Turista","Promo"
"2126",2167789,"2019-04-16 05:04:44","MADRID","VALENCIA","2019-04-30 19:40:00","2019-04-30 21:29:00","AVE",66.55,"Preferente","Promo"
"2127",2479105,"2019-04-18 11:09:05","BARCELONA","MADRID","2019-05-24 19:00:00","2019-05-24 22:00:00","AVE",102.15,"Turista Plus","Promo"
"2128",2093194,"2019-04-15 17:23:37","MADRID","SEVILLA","2019-04-24 10:00:00","2019-04-24 12:32:00","AVE",60.3,"Turista","Promo"
"2129",304825,"2019-04-21 12:13:24","MADRID","VALENCIA","2019-05-30 15:10:00","2019-05-30 16:52:00","AVE",39.45,"Turista","Promo"
"2130",935759,"2019-04-28 03:44:11","PONFERRADA","MADRID","2019-05-15 06:11:00","2019-05-15 11:57:00","LD",NA,"Turista","Promo"
"2131",1161580,"2019-05-02 05:06:30","BARCELONA","MADRID","2019-05-11 12:50:00","2019-05-11 15:45:00","AVE-TGV",85.1,"Turista","Promo"
"2132",2455539,"2019-04-18 07:02:30","BARCELONA","MADRID","2019-05-25 16:00:00","2019-05-25 19:10:00","AVE",75.4,"Turista","Promo"
"2133",1925142,"2019-04-14 18:25:53","BARCELONA","MADRID","2019-05-14 08:00:00","2019-05-14 11:10:00","AVE",85.1,"Turista","Promo"
"2134",340492,"2019-04-21 18:13:42","VALENCIA","MADRID","2019-05-24 09:40:00","2019-05-24 11:20:00","AVE",33.65,"Turista","Promo"
"2135",437812,"2019-04-22 11:05:08","MADRID","VALENCIA","2019-05-13 16:55:00","2019-05-13 21:58:00","AVE-LD",39.25,"Turista con enlace","Promo"
"2136",1699923,"2019-04-12 20:21:52","MADRID","BARCELONA","2019-05-23 21:25:00","2019-05-23 23:55:00","AVE",NA,"Turista","Promo"
"2137",195311,"2019-04-20 17:02:40","MADRID","BARCELONA","2019-05-20 21:25:00","2019-05-20 23:55:00","AVE",49.55,"Turista","Promo"
"2138",1320120,"2019-05-05 09:24:12","MADRID","VALENCIA","2019-05-08 16:55:00","2019-05-08 21:58:00","AVE-LD",NA,"Preferente","Promo"
"2139",1693123,"2019-04-12 19:09:22","MADRID","VALENCIA","2019-04-17 07:40:00","2019-04-17 09:20:00","AVE",NA,"Turista","Flexible"
"2140",244368,"2019-04-21 03:38:57","BARCELONA","MADRID","2019-05-09 05:50:00","2019-05-09 08:20:00","AVE",68.95,"Preferente","Promo"
"2141",231732,"2019-04-21 01:47:10","MADRID","BARCELONA","2019-04-30 17:00:00","2019-04-30 19:30:00","AVE",94.55,"Turista Plus","Promo"
"2142",1728681,"2019-04-13 03:31:19","MADRID","VALENCIA","2019-04-28 18:40:00","2019-04-28 20:20:00","AVE",NA,"Turista","Promo"
